Postcode,"Avg asking price","Average £/sqft","Sales per month","Turnover (sale)","Avg asking rent (pm)","Avg yield","Turnover (rental)",3yr,"Crime rate",Population,Degree,"Avg. household income","Social rent",URL
SW4,"614,815",774,26,2,"1,726",3.4,38,4,146,"40,199",57,"62,200",32,https://propertydata.co.uk/draw?input=SW4
SW5,"1,007,581","1,048",5,,"1,803",2.1,25,1,176,"15,276",57,"55,500",20,https://propertydata.co.uk/draw?input=SW5
SW6,"860,281",963,44,2,"2,005",2.8,31,5,123,"65,236",53,"60,400",26,https://propertydata.co.uk/draw?input=SW6
SW7,"2,038,341","1,310",10,1,"3,018",1.8,17,1,175,"19,587",61,"65,300",6,https://propertydata.co.uk/draw?input=SW7
SW8,"776,706",854,17,1,"1,901",2.9,35,4,158,"35,156",43,"54,800",41,https://propertydata.co.uk/draw?input=SW8
SW9,"506,372",735,16,1,"1,622",3.8,28,5,213,"42,086",41,"51,600",51,https://propertydata.co.uk/draw?input=SW9
SW10,"1,195,021","1,037",12,1,"2,234",2.2,20,3,138,"18,510",51,"54,800",25,https://propertydata.co.uk/draw?input=SW10
SW11,"801,046",818,50,2,"2,133",3.2,29,4,139,"70,140",55,"64,700",27,https://propertydata.co.uk/draw?input=SW11
SW12,"645,990",766,28,3,"1,651",3.1,33,5,108,"31,261",63,"69,600",16,https://propertydata.co.uk/draw?input=SW12
SW13,"1,174,642",832,13,4,"2,158",2.2,38,5,101,"15,873",58,"65,800",18,https://propertydata.co.uk/draw?input=SW13
SW14,"831,215",785,17,5,"1,756",2.5,46,4,90,"16,718",59,"67,000",13,https://propertydata.co.uk/draw?input=SW14
SW15,"595,512",702,43,3,"1,618",3.3,45,6,109,"60,422",52,"60,600",20,https://propertydata.co.uk/draw?input=SW15
SW16,"454,415",558,37,2,"1,340",3.5,44,6,120,"81,546",39,"54,900",16,https://propertydata.co.uk/draw?input=SW16
SW17,"564,076",698,43,3,"1,592",3.4,30,6,117,"64,566",50,"60,000",18,https://propertydata.co.uk/draw?input=SW17
SW18,"621,141",775,56,3,"1,661",3.2,46,5,106,"59,837",59,"68,500",14,https://propertydata.co.uk/draw?input=SW18
SW19,"620,667",694,53,3,"1,496",2.9,41,3,101,"77,435",56,"67,300",12,https://propertydata.co.uk/draw?input=SW19
SW20,"634,390",638,21,3,"1,444",2.7,40,4,66,"28,403",52,"68,000",8,https://propertydata.co.uk/draw?input=SW20
SY1,"214,129",205,22,8,698,3.9,,9,201,"26,136",23,"38,400",20,https://propertydata.co.uk/draw?input=SY1
SY2,"278,005",235,11,5,702,3.0,,9,87,"17,501",29,"39,200",20,https://propertydata.co.uk/draw?input=SY2
SY3,"293,706",240,34,12,724,3.0,51,9,74,"33,543",35,"43,800",10,https://propertydata.co.uk/draw?input=SY3
SY4,"332,071",211,20,9,714,2.6,,8,59,"24,791",27,"42,100",10,https://propertydata.co.uk/draw?input=SY4
SY5,"355,408",224,15,7,,,,12,59,"20,692",34,"42,200",12,https://propertydata.co.uk/draw?input=SY5
SY7,"352,696",199,5,5,,,,13,62,"11,156",31,"41,000",11,https://propertydata.co.uk/draw?input=SY7
SY8,"294,990",221,15,8,,,,11,69,"18,854",27,"37,700",15,https://propertydata.co.uk/draw?input=SY8
SY10,"362,021",186,14,10,,,,8,44,"15,318",25,"39,900",11,https://propertydata.co.uk/draw?input=SY10
SY11,"216,718",197,22,10,588,3.3,,9,93,"26,641",21,"38,400",17,https://propertydata.co.uk/draw?input=SY11
SY12,"282,149",192,6,7,,,,10,64,"7,997",26,"40,800",11,https://propertydata.co.uk/draw?input=SY12
SY13,"319,888",190,12,5,609,2.3,,8,76,"19,119",24,"40,200",13,https://propertydata.co.uk/draw?input=SY13
SY14,"442,232",225,7,7,,,,10,65,"5,833",28,"42,400",10,https://propertydata.co.uk/draw?input=SY14
SY16,"216,708",150,8,8,,,,10,110,"16,021",20,"32,600",24,https://propertydata.co.uk/draw?input=SY16
SY17,"226,318",161,2,4,,,,10,30,"3,747",19,"37,000",11,https://propertydata.co.uk/draw?input=SY17
SY18,"188,420",142,3,7,,,,10,48,"4,648",24,"34,700",13,https://propertydata.co.uk/draw?input=SY18
SY20,"185,652",151,5,8,,,,10,56,"6,913",31,"35,400",14,https://propertydata.co.uk/draw?input=SY20
SY21,"239,378",161,9,10,,,,9,64,"17,136",24,"35,600",15,https://propertydata.co.uk/draw?input=SY21
SY22,"265,025",182,8,9,,,,10,41,"8,854",27,"38,600",8,https://propertydata.co.uk/draw?input=SY22
SY23,"204,217",191,14,3,998,5.9,23,9,96,"30,804",31,"43,900",11,https://propertydata.co.uk/draw?input=SY23
SY24,"273,558",175,3,5,,,,10,64,"4,706",36,"45,600",8,https://propertydata.co.uk/draw?input=SY24
SY25,"219,787",128,4,7,,,,10,54,"4,400",27,"41,700",5,https://propertydata.co.uk/draw?input=SY25
TA1,"248,487",235,28,8,721,3.5,100,9,158,"39,265",27,"40,600",18,https://propertydata.co.uk/draw?input=TA1
TA2,"257,543",224,21,7,760,3.5,100,11,94,"26,674",24,"39,600",20,https://propertydata.co.uk/draw?input=TA2
TA3,"456,794",248,13,9,,,,11,40,"14,212",29,"44,900",7,https://propertydata.co.uk/draw?input=TA3
TA4,"368,084",225,19,10,,,,8,42,"19,149",31,"41,800",12,https://propertydata.co.uk/draw?input=TA4
TA5,"413,981",219,10,11,,,,10,49,"10,266",22,"41,500",11,https://propertydata.co.uk/draw?input=TA5
TA6,"207,256",197,31,9,710,4.1,85,9,147,"46,078",16,"37,000",18,https://propertydata.co.uk/draw?input=TA6
TA7,"354,235",229,9,8,,,,11,44,"15,166",20,"44,300",8,https://propertydata.co.uk/draw?input=TA7
TA8,"254,617",235,19,12,,,,8,76,"16,782",20,"36,000",6,https://propertydata.co.uk/draw?input=TA8
TA9,"297,112",206,8,7,,,,10,124,"12,576",19,"38,300",19,https://propertydata.co.uk/draw?input=TA9
TA10,"385,579",237,8,9,,,,12,57,"9,332",29,"43,100",10,https://propertydata.co.uk/draw?input=TA10
TA11,"402,775",267,7,7,,,,11,50,"9,093",31,"41,500",10,https://propertydata.co.uk/draw?input=TA11
TA12,"348,735",224,3,4,,,,10,71,"6,280",27,"40,100",14,https://propertydata.co.uk/draw?input=TA12
TA13,"336,912",255,5,8,,,,10,71,"3,961",30,"42,900",13,https://propertydata.co.uk/draw?input=TA13
TA18,"295,623",216,11,12,,,,9,51,"10,132",24,"38,400",13,https://propertydata.co.uk/draw?input=TA18
TA19,"310,522",233,9,8,,,,12,43,"11,691",28,"40,000",12,https://propertydata.co.uk/draw?input=TA19
TA20,"256,325",212,21,11,661,3.1,,10,81,"20,230",20,"37,700",16,https://propertydata.co.uk/draw?input=TA20
TA21,"287,558",228,17,8,,,,9,66,"18,318",26,"40,000",16,https://propertydata.co.uk/draw?input=TA21
TA23,"296,237",208,4,5,,,,10,63,"5,498",23,"34,500",17,https://propertydata.co.uk/draw?input=TA23
TA24,"295,975",222,18,7,608,2.5,,12,63,"18,659",23,"33,000",14,https://propertydata.co.uk/draw?input=TA24
TF1,"208,903",185,26,7,579,3.3,56,11,136,"37,194",20,"40,000",20,https://propertydata.co.uk/draw?input=TF1
TF2,"206,486",184,24,7,672,3.9,28,11,98,"38,618",18,"41,400",18,https://propertydata.co.uk/draw?input=TF2
TF3,"200,233",166,11,5,575,3.4,25,10,204,"23,785",16,"39,600",23,https://propertydata.co.uk/draw?input=TF3
TF4,"225,654",194,12,5,671,3.6,68,10,138,"18,282",18,"40,000",27,https://propertydata.co.uk/draw?input=TF4
TF6,"402,197",221,6,8,,,,11,56,"5,183",23,"45,000",9,https://propertydata.co.uk/draw?input=TF6
TF7,"149,018",140,6,4,528,4.3,30,9,186,"17,769",15,"34,700",27,https://propertydata.co.uk/draw?input=TF7
TF8,"265,357",233,3,4,,,,10,106,"3,025",19,"45,100",8,https://propertydata.co.uk/draw?input=TF8
TF9,"312,348",202,19,6,,,,8,81,"25,480",25,"41,300",12,https://propertydata.co.uk/draw?input=TF9
TF10,"301,197",228,15,6,"1,249",5.0,27,11,55,"18,828",29,"42,700",12,https://propertydata.co.uk/draw?input=TF10
TF11,"300,015",231,6,4,689,2.8,,11,96,"9,677",29,"42,100",17,https://propertydata.co.uk/draw?input=TF11
TF12,"220,065",209,3,6,,,,11,69,"5,376",23,"40,800",17,https://propertydata.co.uk/draw?input=TF12
TN1,"331,740",412,12,4,"1,001",3.6,63,13,171,"11,929",39,"55,000",12,https://propertydata.co.uk/draw?input=TN1
TN2,"432,336",405,26,8,"1,031",2.9,35,9,89,"28,065",34,"55,000",19,https://propertydata.co.uk/draw?input=TN2
TN3,"716,946",410,7,6,,,,11,40,"11,832",36,"58,700",8,https://propertydata.co.uk/draw?input=TN3
TN4,"367,119",401,21,5,987,3.2,88,10,89,"31,173",35,"54,300",15,https://propertydata.co.uk/draw?input=TN4
TN5,"536,979",367,7,4,,,,11,61,"8,743",31,"51,900",11,https://propertydata.co.uk/draw?input=TN5
TN6,"397,250",339,28,10,"1,143",3.5,,9,45,"24,879",31,"50,500",8,https://propertydata.co.uk/draw?input=TN6
TN7,"632,150",377,2,5,,,,11,50,"2,275",37,"52,100",10,https://propertydata.co.uk/draw?input=TN7
TN8,"491,196",392,9,5,,,,11,103,"13,128",30,"52,700",16,https://propertydata.co.uk/draw?input=TN8
TN9,"339,689",394,22,8,985,3.5,90,11,137,"17,556",33,"55,000",16,https://propertydata.co.uk/draw?input=TN9
TN10,"479,982",384,11,9,,,,8,89,"16,623",26,"47,800",25,https://propertydata.co.uk/draw?input=TN10
TN11,"581,075",414,11,9,,,,11,64,"13,928",31,"53,600",13,https://propertydata.co.uk/draw?input=TN11
TN12,"442,054",356,21,7,"1,229",3.3,,10,81,"29,455",27,"50,900",12,https://propertydata.co.uk/draw?input=TN12
TN13,"547,020",499,25,7,"1,335",2.9,58,7,85,"24,932",45,"63,800",10,https://propertydata.co.uk/draw?input=TN13
TN14,"561,448",452,16,10,"1,521",3.3,,9,82,"15,075",42,"56,900",12,https://propertydata.co.uk/draw?input=TN14
TN15,"538,094",415,21,9,"1,827",4.1,,10,80,"24,472",33,"53,900",10,https://propertydata.co.uk/draw?input=TN15
TN16,"466,360",414,19,11,,,,10,81,"19,095",27,"56,400",7,https://propertydata.co.uk/draw?input=TN16
TN17,"523,595",350,11,7,,,,11,69,"14,414",31,"47,700",16,https://propertydata.co.uk/draw?input=TN17
TN18,"429,045",341,4,4,,,,11,68,"6,617",28,"43,600",15,https://propertydata.co.uk/draw?input=TN18
TN19,"449,076",314,5,7,,,,11,48,"5,028",32,"46,300",9,https://propertydata.co.uk/draw?input=TN19
TN20,"642,855",371,3,5,,,,11,34,"3,451",35,"53,100",7,https://propertydata.co.uk/draw?input=TN20
TN21,"385,800",311,16,9,970,3.0,,8,50,"16,161",29,"44,200",6,https://propertydata.co.uk/draw?input=TN21
TN22,"423,179",355,26,8,"1,138",3.2,,10,64,"26,315",30,"47,800",9,https://propertydata.co.uk/draw?input=TN22
TN23,"285,057",304,29,9,898,3.8,76,9,140,"39,702",20,"45,100",16,https://propertydata.co.uk/draw?input=TN23
TN24,"284,343",271,26,12,831,3.5,69,9,152,"31,534",22,"48,200",16,https://propertydata.co.uk/draw?input=TN24
TN25,"473,486",326,21,12,"1,114",2.8,,10,67,"15,709",23,"49,900",7,https://propertydata.co.uk/draw?input=TN25
TN26,"508,048",307,11,11,,,,12,69,"11,194",22,"46,800",11,https://propertydata.co.uk/draw?input=TN26
TN27,"538,150",327,9,6,,,,14,84,"12,496",30,"47,700",12,https://propertydata.co.uk/draw?input=TN27
TN28,"366,000",260,8,8,,,,10,76,"8,645",18,"38,800",8,https://propertydata.co.uk/draw?input=TN28
TN29,"307,365",258,11,11,,,,9,83,"13,401",16,"37,800",10,https://propertydata.co.uk/draw?input=TN29
TN30,"467,898",349,11,10,,,,11,76,"9,373",28,"43,000",13,https://propertydata.co.uk/draw?input=TN30
TN31,"423,109",256,14,7,,,,11,85,"13,656",24,"36,700",15,https://propertydata.co.uk/draw?input=TN31
TN32,"460,907",325,7,13,,,,11,48,"5,169",32,"46,600",10,https://propertydata.co.uk/draw?input=TN32
TN33,"489,625",312,12,8,,,,12,70,"12,522",30,"41,700",12,https://propertydata.co.uk/draw?input=TN33
TN34,"294,342",574,25,7,720,2.9,,9,168,"29,923",22,"34,600",13,https://propertydata.co.uk/draw?input=TN34
TN35,"364,831",663,19,11,,,,11,85,"17,270",22,"37,400",13,https://propertydata.co.uk/draw?input=TN35
TN37,"263,697",232,15,6,783,3.6,,8,144,"20,670",20,"35,800",12,https://propertydata.co.uk/draw?input=TN37
TN38,"273,100",269,24,8,836,3.7,,8,123,"28,703",20,"33,900",16,https://propertydata.co.uk/draw?input=TN38
TN39,"348,095",269,31,11,828,2.9,,10,86,"25,808",23,"36,300",8,https://propertydata.co.uk/draw?input=TN39
TN40,"242,594",241,17,7,788,3.9,,12,125,"17,370",21,"31,100",8,https://propertydata.co.uk/draw?input=TN40
TQ1,"227,532",225,32,5,682,3.6,73,11,123,"31,231",20,"33,400",6,https://propertydata.co.uk/draw?input=TQ1
TQ2,"247,199",243,29,8,620,3.0,82,10,149,"34,088",20,"36,300",11,https://propertydata.co.uk/draw?input=TQ2
TQ3,"247,346",214,28,10,697,3.4,,12,83,"30,767",19,"35,700",10,https://propertydata.co.uk/draw?input=TQ3
TQ4,"237,610",231,15,6,611,3.1,,10,111,"18,507",18,"34,200",5,https://propertydata.co.uk/draw?input=TQ4
TQ5,"277,643",241,22,8,,,,10,67,"19,058",22,"34,900",7,https://propertydata.co.uk/draw?input=TQ5
TQ6,"465,691",353,14,7,,,,12,53,"8,257",31,"37,900",17,https://propertydata.co.uk/draw?input=TQ6
TQ7,"470,113",321,25,11,,,,15,47,"16,304",32,"39,300",12,https://propertydata.co.uk/draw?input=TQ7
TQ8,"1,002,778",459,7,19,,,,12,67,"2,046",32,"39,300",15,https://propertydata.co.uk/draw?input=TQ8
TQ9,"380,318",297,20,11,828,2.6,,9,69,"17,436",39,"40,500",15,https://propertydata.co.uk/draw?input=TQ9
TQ10,"317,167",263,4,11,,,,12,42,"3,777",36,"44,300",13,https://propertydata.co.uk/draw?input=TQ10
TQ11,"213,550",227,4,7,,,,12,52,"4,255",30,"38,500",16,https://propertydata.co.uk/draw?input=TQ11
TQ12,"274,572",243,47,9,744,3.2,100,11,70,"53,123",24,"40,200",10,https://propertydata.co.uk/draw?input=TQ12
TQ13,"311,687",265,26,9,751,2.9,,12,37,"22,789",28,"42,500",8,https://propertydata.co.uk/draw?input=TQ13
TQ14,"322,515",259,21,8,748,2.8,,11,54,"19,361",28,"38,700",8,https://propertydata.co.uk/draw?input=TQ14
TR1,"288,589",297,16,6,799,3.3,,4,128,"20,534",33,"41,100",18,https://propertydata.co.uk/draw?input=TR1
TR2,"437,187",259,9,6,,,,6,34,"9,596",32,"40,700",10,https://propertydata.co.uk/draw?input=TR2
TR3,"450,904",274,14,11,,,,7,30,"12,212",36,"42,600",6,https://propertydata.co.uk/draw?input=TR3
TR4,"370,798",248,7,7,,,,7,54,"11,134",32,"41,800",6,https://propertydata.co.uk/draw?input=TR4
TR6,"424,161",274,2,7,,,,6,86,"3,507",32,"38,200",9,https://propertydata.co.uk/draw?input=TR6
TR7,"356,694",243,17,18,,,,6,96,"19,907",21,"35,100",11,https://propertydata.co.uk/draw?input=TR7
TR8,"418,643",260,9,8,,,,5,55,"8,221",22,"39,300",7,https://propertydata.co.uk/draw?input=TR8
TR9,"248,659",206,7,10,,,,6,42,"8,402",19,"37,900",10,https://propertydata.co.uk/draw?input=TR9
TR10,"275,488",262,11,7,"1,195",5.2,54,5,57,"11,134",26,"39,200",15,https://propertydata.co.uk/draw?input=TR10
TR11,"344,494",323,30,7,"1,537",5.4,51,5,68,"28,734",29,"37,200",13,https://propertydata.co.uk/draw?input=TR11
TR12,"420,701",254,9,11,,,,7,37,"9,482",26,"35,500",11,https://propertydata.co.uk/draw?input=TR12
TR13,"303,021",242,17,14,,,,5,54,"19,807",26,"38,700",11,https://propertydata.co.uk/draw?input=TR13
TR14,"210,696",192,16,9,,,,5,107,"24,578",19,"34,600",13,https://propertydata.co.uk/draw?input=TR14
TR15,"230,157",204,15,8,630,3.3,,5,105,"19,539",19,"35,600",15,https://propertydata.co.uk/draw?input=TR15
TR16,"273,622",229,8,8,,,,5,61,"15,030",22,"38,600",9,https://propertydata.co.uk/draw?input=TR16
TR17,"318,569",307,,,,,,5,40,"1,557",27,"37,200",20,https://propertydata.co.uk/draw?input=TR17
TR18,"258,257",224,15,7,661,3.1,,6,114,"19,628",24,"32,700",20,https://propertydata.co.uk/draw?input=TR18
TR19,"356,801",259,8,6,,,,3,42,"8,969",29,"34,900",10,https://propertydata.co.uk/draw?input=TR19
TR20,"362,753",254,5,4,,,,7,38,"9,523",26,"37,000",8,https://propertydata.co.uk/draw?input=TR20
TR26,"370,267",336,11,4,,,,4,66,"11,681",26,"34,700",12,https://propertydata.co.uk/draw?input=TR26
TR27,"296,535",246,12,7,,,,4,63,"14,776",23,"35,500",13,https://propertydata.co.uk/draw?input=TR27
TS1,"60,566",63,7,2,390,7.7,22,5,542,"17,078",16,"24,300",19,https://propertydata.co.uk/draw?input=TS1
TS3,"85,027",91,8,5,445,6.3,45,7,272,"29,253",9,"25,100",42,https://propertydata.co.uk/draw?input=TS3
TS4,"119,210",111,5,3,466,4.7,34,5,262,"16,966",13,"28,900",37,https://propertydata.co.uk/draw?input=TS4
TS5,"148,810",149,23,7,513,4.1,42,8,129,"39,387",21,"37,200",7,https://propertydata.co.uk/draw?input=TS5
TS6,"123,839",123,13,5,484,4.7,63,10,198,"30,239",12,"29,700",28,https://propertydata.co.uk/draw?input=TS6
TS7,"271,428",175,19,10,,,,7,94,"22,058",26,"39,200",9,https://propertydata.co.uk/draw?input=TS7
TS8,"173,258",180,11,7,,,,9,149,"21,266",22,"34,200",31,https://propertydata.co.uk/draw?input=TS8
TS9,"269,694",216,10,7,,,,7,60,"12,832",36,"45,800",14,https://propertydata.co.uk/draw?input=TS9
TS10,"140,157",141,24,9,469,4.0,,7,176,"36,800",18,"32,200",18,https://propertydata.co.uk/draw?input=TS10
TS11,"153,062",147,6,8,,,,8,70,"11,822",24,"36,900",10,https://propertydata.co.uk/draw?input=TS11
TS12,"179,407",144,15,8,471,3.1,,7,117,"22,491",21,"34,100",16,https://propertydata.co.uk/draw?input=TS12
TS13,"140,732",104,6,6,430,3.7,,11,125,"9,975",16,"30,800",20,https://propertydata.co.uk/draw?input=TS13
TS14,"229,882",180,20,15,562,2.9,,7,112,"17,548",28,"39,600",14,https://propertydata.co.uk/draw?input=TS14
TS15,"306,739",218,15,7,803,3.1,,9,71,"12,891",40,"47,000",6,https://propertydata.co.uk/draw?input=TS15
TS16,"221,179",188,8,8,,,,5,81,"10,422",35,"44,100",5,https://propertydata.co.uk/draw?input=TS16
TS17,"131,378",167,34,9,518,4.7,51,8,136,"44,889",22,"40,700",14,https://propertydata.co.uk/draw?input=TS17
TS18,"141,927",142,16,5,437,3.7,49,6,325,"24,163",20,"34,100",20,https://propertydata.co.uk/draw?input=TS18
TS19,"137,402",134,18,7,509,4.4,35,8,146,"37,087",17,"34,500",25,https://propertydata.co.uk/draw?input=TS19
TS20,"147,435",136,14,5,491,4.0,54,7,145,"20,663",20,"35,500",17,https://propertydata.co.uk/draw?input=TS20
TS21,"236,919",165,11,6,,,,8,85,"12,472",23,"43,100",10,https://propertydata.co.uk/draw?input=TS21
TS22,"327,860",205,10,7,,,,8,65,"8,662",22,"42,600",2,https://propertydata.co.uk/draw?input=TS22
TS23,"123,880",127,17,11,527,5.1,,9,131,"30,241",17,"35,100",18,https://propertydata.co.uk/draw?input=TS23
TS24,"118,286",98,11,5,450,4.6,62,9,264,"22,051",12,"28,900",39,https://propertydata.co.uk/draw?input=TS24
TS25,"115,763",126,25,9,454,4.7,32,8,162,"38,616",14,"30,900",23,https://propertydata.co.uk/draw?input=TS25
TS26,"167,351",140,28,9,435,3.1,35,8,171,"25,253",24,"34,200",11,https://propertydata.co.uk/draw?input=TS26
TS27,"149,804",114,6,5,459,3.7,,10,117,"12,193",22,"33,300",15,https://propertydata.co.uk/draw?input=TS27
TS28,"142,601",89,6,9,,,,8,151,"5,318",15,"34,900",20,https://propertydata.co.uk/draw?input=TS28
TS29,"120,985",82,2,3,,,,8,113,"6,300",14,"31,200",24,https://propertydata.co.uk/draw?input=TS29
TW1,"610,305",728,23,4,"1,444",2.8,40,6,98,"26,065",58,"73,100",5,https://propertydata.co.uk/draw?input=TW1
TW2,"566,422",620,21,7,"1,390",2.9,39,7,86,"30,276",43,"63,600",10,https://propertydata.co.uk/draw?input=TW2
TW3,"393,330",469,9,1,"1,148",3.5,37,8,192,"39,561",37,"55,600",15,https://propertydata.co.uk/draw?input=TW3
TW4,"397,199",428,4,2,"1,051",3.2,26,9,132,"27,899",32,"49,900",29,https://propertydata.co.uk/draw?input=TW4
TW5,"466,980",435,6,2,"1,194",3.1,49,8,119,"29,196",31,"50,000",21,https://propertydata.co.uk/draw?input=TW5
TW7,"438,331",549,20,3,"1,287",3.5,42,6,118,"37,591",37,"58,500",20,https://propertydata.co.uk/draw?input=TW7
TW8,"519,212",583,10,1,"1,560",3.6,29,6,155,"20,258",40,"50,900",37,https://propertydata.co.uk/draw?input=TW8
TW9,"652,682",788,20,3,"1,610",3.0,36,8,173,"21,556",63,"66,900",12,https://propertydata.co.uk/draw?input=TW9
TW10,"765,647",791,14,3,"1,889",3.0,41,7,86,"19,291",57,"64,600",18,https://propertydata.co.uk/draw?input=TW10
TW11,"661,743",679,19,4,"1,383",2.5,42,9,85,"23,198",57,"65,900",10,https://propertydata.co.uk/draw?input=TW11
TW12,"502,054",580,19,5,"1,391",3.3,34,8,93,"23,227",43,"59,000",16,https://propertydata.co.uk/draw?input=TW12
TW13,"346,646",432,12,3,"1,208",4.2,51,7,127,"36,127",23,"50,700",28,https://propertydata.co.uk/draw?input=TW13
TW14,"392,453",418,5,2,"1,140",3.5,31,8,120,"27,980",23,"50,100",27,https://propertydata.co.uk/draw?input=TW14
TW15,"384,719",423,17,5,"1,114",3.5,50,8,86,"27,818",23,"57,200",8,https://propertydata.co.uk/draw?input=TW15
TW16,"423,475",452,16,4,"1,212",3.4,31,7,114,"20,480",28,"56,300",15,https://propertydata.co.uk/draw?input=TW16
TW17,"508,849",448,16,10,,,,7,88,"14,090",27,"54,500",8,https://propertydata.co.uk/draw?input=TW17
TW18,"430,814",447,23,4,"1,266",3.5,41,9,133,"25,458",30,"60,100",11,https://propertydata.co.uk/draw?input=TW18
TW19,"415,442",403,7,3,"1,112",3.2,49,9,133,"16,180",23,"51,800",26,https://propertydata.co.uk/draw?input=TW19
TW20,"443,016",451,20,3,"1,419",3.8,36,6,98,"24,893",31,"49,300",16,https://propertydata.co.uk/draw?input=TW20
UB1,"414,393",405,5,2,"1,296",3.8,58,3,130,"40,143",25,"45,700",18,https://propertydata.co.uk/draw?input=UB1
UB2,"393,528",455,4,1,"1,335",4.1,41,3,159,"32,098",24,"45,800",25,https://propertydata.co.uk/draw?input=UB2
UB3,"358,727",465,13,2,"1,231",4.1,38,4,170,"48,474",23,"48,900",24,https://propertydata.co.uk/draw?input=UB3
UB4,"401,819",465,16,4,"1,195",3.6,29,4,132,"39,573",23,"50,600",17,https://propertydata.co.uk/draw?input=UB4
UB5,"369,840",467,11,3,"1,191",3.9,36,4,127,"45,217",24,"46,300",28,https://propertydata.co.uk/draw?input=UB5
UB6,"435,517",505,14,3,"1,240",3.4,33,4,107,"50,948",29,"51,300",10,https://propertydata.co.uk/draw?input=UB6
UB7,"354,009",449,10,2,"1,205",4.1,32,2,171,"29,741",23,"50,600",26,https://propertydata.co.uk/draw?input=UB7
UB8,"388,347",482,14,2,"1,177",3.6,30,6,179,"36,145",28,"49,800",21,https://propertydata.co.uk/draw?input=UB8
UB9,"549,332",457,10,5,"1,290",2.8,33,4,135,"14,336",30,"51,300",21,https://propertydata.co.uk/draw?input=UB9
UB10,"514,045",503,24,5,"1,316",3.1,36,2,92,"33,615",31,"59,800",10,https://propertydata.co.uk/draw?input=UB10
W1,"2,413,553","1,036",13,,"2,677",1.3,18,-5,899,"29,425",55,"62,100",16,https://propertydata.co.uk/draw?input=W1
W2,"993,556","1,213",24,1,"2,342",2.8,22,-3,248,"47,574",51,"56,900",18,https://propertydata.co.uk/draw?input=W2
W3,"563,497",680,24,2,"1,471",3.1,32,-4,151,"50,960",42,"52,200",26,https://propertydata.co.uk/draw?input=W3
W4,"691,856",798,29,3,"1,667",2.9,37,-3,112,"44,335",57,"64,100",16,https://propertydata.co.uk/draw?input=W4
W5,"579,990",708,21,1,"1,603",3.3,26,-2,131,"49,956",55,"62,600",11,https://propertydata.co.uk/draw?input=W5
W6,"751,983",911,20,1,"2,148",3.4,16,-6,189,"35,669",53,"54,600",31,https://propertydata.co.uk/draw?input=W6
W7,"538,773",596,17,4,"1,273",2.8,40,-2,100,"28,815",37,"53,800",22,https://propertydata.co.uk/draw?input=W7
W8,"1,712,588","1,304",11,1,"2,856",2.0,18,-6,153,"20,414",62,"69,200",5,https://propertydata.co.uk/draw?input=W8
W9,"725,409",942,15,1,"1,804",3.0,27,-2,133,"37,724",51,"55,400",30,https://propertydata.co.uk/draw?input=W9
W10,"647,480",901,10,2,"1,723",3.2,25,-2,175,"33,723",36,"44,000",60,https://propertydata.co.uk/draw?input=W10
W11,"1,068,506","1,155",13,1,"2,110",2.4,28,-5,172,"31,661",45,"52,300",43,https://propertydata.co.uk/draw?input=W11
W12,"678,055",797,16,1,"1,620",2.9,42,-4,183,"48,273",43,"49,600",42,https://propertydata.co.uk/draw?input=W12
W13,"601,505",685,18,2,"1,400",2.8,34,-2,118,"31,835",49,"61,400",15,https://propertydata.co.uk/draw?input=W13
W14,"786,769",999,19,1,"1,769",2.7,24,-3,115,"37,171",55,"56,300",22,https://propertydata.co.uk/draw?input=W14
WA1,"192,716",180,14,9,611,3.8,24,12,201,"21,579",20,"40,600",10,https://propertydata.co.uk/draw?input=WA1
WA2,"162,242",152,18,8,598,4.4,54,12,149,"40,666",17,"35,700",31,https://propertydata.co.uk/draw?input=WA2
WA3,"249,508",223,35,11,630,3.0,48,11,40,"47,605",27,"41,500",17,https://propertydata.co.uk/draw?input=WA3
WA4,"283,673",242,40,9,710,3.0,83,10,80,"46,998",33,"45,900",10,https://propertydata.co.uk/draw?input=WA4
WA5,"224,522",193,43,11,599,3.2,30,12,91,"58,496",26,"43,600",11,https://propertydata.co.uk/draw?input=WA5
